# linear	RBF	ST	SST	PT	recursive	tree echo state
1	0.625	0.375	0.571429	0.5	0.375	0.333333
1	0.888889	0.166667	0.777778	0.555556	0.125	0.25
0.875	0.625	0.444444	0.5	0.625	0.5	0
1	1	0.428571	0.428571	0.428571	0.285714	0.142857
1	1	0.4	0.857143	0.714286	0.428571	0.2
1	0.714286	0.333333	0.714286	0.857143	0.5	0
1	0.857143	0.428571	0.428571	0.571429	0.666667	0.166667
1	0.857143	0.25	0.4	0.4	0	0.2
