# linear	RBF	ST	SST	PT	recursive	tree echo state
1	1	1	1	1	0.589744	0.184211
1	1	1	1	1	0.55	0.341463
1	1	1	1	1	0.581395	0.175
1	1	1	1	1	0.674419	0.384615
1	1	1	1	1	0.589744	0.564103
1	1	1	1	1	0.536585	0.307692
1	1	1	1	1	0.625	0.263158
1	1	1	1	1	0.642857	0.368421
1	1	1	1	1	0.414634	0.3
1	1	1	1	1	0.658537	0.25
