# linear	RBF	ST	SST	PT	recursive	tree echo state
nan	nan	nan	nan	nan	0.758812	0.520523
nan	nan	nan	nan	nan	0.861645	0.601333
nan	nan	nan	nan	nan	0.718453	0.514391
nan	nan	nan	nan	nan	0.723404	0.528516
nan	nan	nan	nan	nan	0.665909	0.590506
nan	nan	nan	nan	nan	0.696931	0.494216
nan	nan	nan	nan	nan	0.808834	0.52427
nan	nan	nan	nan	nan	0.698338	0.547505
nan	nan	nan	nan	nan	0.594437	0.508147
nan	nan	nan	nan	nan	0.745651	0.447032
