# linear	RBF	ST	SST	PT	recursive	tree echo state
nan	nan	nan	nan	nan	0.61667	0.531349
nan	nan	nan	nan	nan	0.879774	0.731946
nan	nan	nan	nan	nan	0.687963	0.583889
nan	nan	nan	nan	nan	0.813698	0.662426
nan	nan	nan	nan	nan	0.82214	0.5375
nan	nan	nan	nan	nan	0.882618	0.51336
nan	nan	nan	nan	nan	0.725325	0.887059
nan	nan	nan	nan	nan	0.746859	0.662218
nan	nan	nan	nan	nan	0.66677	0.646231
nan	nan	nan	nan	nan	0.851798	0.491558
