# linear	RBF	ST	SST	PT	recursive	tree echo state
0.192982	0.109677	0.261036	0.266806	0.250974	0.143874	0.0377297
0.173077	nan	0.36471	0.345405	0.379622	0.0849152	0.0842114
0.34096	nan	0.240746	0.323116	0.457298	0.223927	0.129729
nan	0.564516	0.227147	0.466297	0.420222	0.19325	0.0668326
nan	nan	0.32987	0.468999	0.4094	0.215837	0.0579604
nan	0.15	0.31003	0.273403	0.189267	0.183118	0.0887305
