# linear	RBF	ST	SST	PT	recursive	tree echo state
0.375	0.375	0.285714	0.5	0.5	0.25	0.285714
0.285714	0.5	0.428571	0.5	0.5	0.375	0.285714
0.375	0.25	0.142857	0.25	0.25	0.166667	0.375
0.714286	0.75	0.285714	0.571429	0.571429	0.2	0.142857
0.5	0.375	0.375	0.375	0.375	0.142857	0.25
0.625	0.625	0.166667	0.571429	0.571429	0.142857	0.428571
