# linear	RBF	ST	SST	PT	recursive	tree echo state
0.888889	0.888889	0.888889	0.777778	0.666667	0.888889	0.666667
1	1	0.666667	1	1	0.888889	0.444444
0.888889	0.888889	1	0.888889	0.888889	0.888889	0.555556
0.875	0.875	0.875	0.875	0.875	0.875	0.875
0.875	0.875	0.625	0.875	0.875	0.875	0.625
1	1	0.857143	1	1	0.857143	0.857143
1	1	1	1	1	0.857143	0.857143
1	1	0.571429	0.714286	0.714286	0.857143	0.714286
