# linear	RBF	ST	SST	PT	recursive	tree echo state
0.875	0.875	0.142857	0.375	0.25	0.25	0.142857
0.857143	1	0.285714	0.125	0.125	0.375	0
0.75	1	0.142857	0.125	0.25	0.333333	0
1	0.875	0.142857	0.428571	0.285714	0	0
1	1	0.125	0.25	0.125	0.428571	0
1	0.875	0	0	0.142857	0.285714	0.142857
